# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-07-24 15:29:54 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05543830 FOX RIVER AT WAUKESHA, WI
# -----------------------------------------------------------------------------------
#
# Data provided for site 05543830
#            TS   parameter     statistic     Description
#        155309       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	155309_00060_00003	155309_00060_00003_cd
USGS	05543830	1995-04-04	96.0	A
USGS	05543830	1995-04-05	83.0	A
USGS	05543830	1995-04-06	75.0	A
USGS	05543830	1995-04-07	80.0	A
USGS	05543830	1995-04-08	107	A
USGS	05543830	1995-04-09	115	A
USGS	05543830	1995-04-10	108	A
USGS	05543830	1995-04-11	121	A
USGS	05543830	1995-04-12	185	A
USGS	05543830	1995-04-13	207	A
USGS	05543830	1995-04-14	187	A
USGS	05543830	1995-04-15	158	A
USGS	05543830	1995-04-16	139	A
USGS	05543830	1995-04-17	126	A
USGS	05543830	1995-04-18	156	A
USGS	05543830	1995-04-19	219	A
USGS	05543830	1995-04-20	205	A
USGS	05543830	1995-04-21	188	A
USGS	05543830	1995-04-22	184	A
USGS	05543830	1995-04-23	166	A
USGS	05543830	1995-04-24	147	A
USGS	05543830	1995-04-25	134	A
USGS	05543830	1995-04-26	136	A
USGS	05543830	1995-04-27	234	A
USGS	05543830	1995-04-28	288	A
USGS	05543830	1995-04-29	254	A
USGS	05543830	1995-04-30	218	A
USGS	05543830	1995-05-01	197	A
USGS	05543830	1995-05-02	186	A
USGS	05543830	1995-05-03	172	A
USGS	05543830	1995-05-04	156	A
USGS	05543830	1995-05-05	147	A
USGS	05543830	1995-05-06	138	A
USGS	05543830	1995-05-07	128	A
USGS	05543830	1995-05-08	128	A
USGS	05543830	1995-05-09	185	A
USGS	05543830	1995-05-10	262	A
USGS	05543830	1995-05-11	302	A
USGS	05543830	1995-05-12	272	A
USGS	05543830	1995-05-13	239	A
USGS	05543830	1995-05-14	225	A
USGS	05543830	1995-05-15	210	A
USGS	05543830	1995-05-16	195	A
USGS	05543830	1995-05-17	175	A
USGS	05543830	1995-05-18	156	A
USGS	05543830	1995-05-19	139	A
USGS	05543830	1995-05-20	125	A
USGS	05543830	1995-05-21	117	A
USGS	05543830	1995-05-22	105	A
USGS	05543830	1995-05-23	111	A
USGS	05543830	1995-05-24	124	A
USGS	05543830	1995-05-25	112	A
USGS	05543830	1995-05-26	91.0	A
USGS	05543830	1995-05-27	96.0	A
USGS	05543830	1995-05-28	146	A
USGS	05543830	1995-05-29	144	A
USGS	05543830	1995-05-30	121	A
USGS	05543830	1995-05-31	100	A
USGS	05543830	1995-06-01	84.0	A
USGS	05543830	1995-06-02	72.0	A
USGS	05543830	1995-06-03	66.0	A
USGS	05543830	1995-06-04	64.0	A
USGS	05543830	1995-06-05	62.0	A
USGS	05543830	1995-06-06	59.0	A
USGS	05543830	1995-06-07	100	A
USGS	05543830	1995-06-08	114	A
USGS	05543830	1995-06-09	120	A
USGS	05543830	1995-06-10	109	A
USGS	05543830	1995-06-11	86.0	A
USGS	05543830	1995-06-12	73.0	A
USGS	05543830	1995-06-13	61.0	A
USGS	05543830	1995-06-14	55.0	A
USGS	05543830	1995-06-15	51.0	A
USGS	05543830	1995-06-16	50.0	A
USGS	05543830	1995-06-17	45.0	A
USGS	05543830	1995-06-18	43.0	A
USGS	05543830	1995-06-19	40.0	A
USGS	05543830	1995-06-20	39.0	A
USGS	05543830	1995-06-21	39.0	A
USGS	05543830	1995-06-22	36.0	A
USGS	05543830	1995-06-23	33.0	A
USGS	05543830	1995-06-24	32.0	A
USGS	05543830	1995-06-25	33.0	A
USGS	05543830	1995-06-26	32.0	A
USGS	05543830	1995-06-27	31.0	A
USGS	05543830	1995-06-28	32.0	A
USGS	05543830	1995-06-29	36.0	A
USGS	05543830	1995-06-30	41.0	A
USGS	05543830	1995-07-01	32.0	A
USGS	05543830	1995-07-02	29.0	A
USGS	05543830	1995-07-03	27.0	A
USGS	05543830	1995-07-04	30.0	A
USGS	05543830	1995-07-05	34.0	A
USGS	05543830	1995-07-06	33.0	A
USGS	05543830	1995-07-07	32.0	A
USGS	05543830	1995-07-08	30.0	A
USGS	05543830	1995-07-09	27.0	A
USGS	05543830	1995-07-10	26.0	A
USGS	05543830	1995-07-11	27.0	A
USGS	05543830	1995-07-12	25.0	A
USGS	05543830	1995-07-13	25.0	A
USGS	05543830	1995-07-14	24.0	A
USGS	05543830	1995-07-15	49.0	A
USGS	05543830	1995-07-16	37.0	A
USGS	05543830	1995-07-17	34.0	A
USGS	05543830	1995-07-18	31.0	A
USGS	05543830	1995-07-19	29.0	A
USGS	05543830	1995-07-20	45.0	A
USGS	05543830	1995-07-21	37.0	A
USGS	05543830	1995-07-22	30.0	A
USGS	05543830	1995-07-23	28.0	A
USGS	05543830	1995-07-24	30.0	A
USGS	05543830	1995-07-25	33.0	A
USGS	05543830	1995-07-26	37.0	A
USGS	05543830	1995-07-27	35.0	A
USGS	05543830	1995-07-28	31.0	A
USGS	05543830	1995-07-29	28.0	A
USGS	05543830	1995-07-30	25.0	A
USGS	05543830	1995-07-31	27.0	A
USGS	05543830	1995-08-01	29.0	A
USGS	05543830	1995-08-02	26.0	A
USGS	05543830	1995-08-03	28.0	A
USGS	05543830	1995-08-04	29.0	A
USGS	05543830	1995-08-05	27.0	A
USGS	05543830	1995-08-06	25.0	A
USGS	05543830	1995-08-07	27.0	A
USGS	05543830	1995-08-08	27.0	A
USGS	05543830	1995-08-09	94.0	A
USGS	05543830	1995-08-10	85.0	A
USGS	05543830	1995-08-11	59.0	A
USGS	05543830	1995-08-12	41.0	A
USGS	05543830	1995-08-13	33.0	A
USGS	05543830	1995-08-14	38.0	A
USGS	05543830	1995-08-15	41.0	A
USGS	05543830	1995-08-16	129	A
USGS	05543830	1995-08-17	217	A
USGS	05543830	1995-08-18	171	A
USGS	05543830	1995-08-19	290	A
USGS	05543830	1995-08-20	219	A
USGS	05543830	1995-08-21	179	A
USGS	05543830	1995-08-22	123	A
USGS	05543830	1995-08-23	83.0	A
USGS	05543830	1995-08-24	63.0	A
USGS	05543830	1995-08-25	54.0	A
USGS	05543830	1995-08-26	49.0	A
USGS	05543830	1995-08-27	48.0	A
USGS	05543830	1995-08-28	86.0	A
USGS	05543830	1995-08-29	114	A
USGS	05543830	1995-08-30	317	A
USGS	05543830	1995-08-31	253	A
USGS	05543830	1995-09-01	162	A
USGS	05543830	1995-09-02	103	A
USGS	05543830	1995-09-03	80.0	A
USGS	05543830	1995-09-04	66.0	A
USGS	05543830	1995-09-05	54.0	A
USGS	05543830	1995-09-06	49.0	A
USGS	05543830	1995-09-07	62.0	A
USGS	05543830	1995-09-08	66.0	A
USGS	05543830	1995-09-09	51.0	A
USGS	05543830	1995-09-10	46.0	A
USGS	05543830	1995-09-11	43.0	A
USGS	05543830	1995-09-12	41.0	A
USGS	05543830	1995-09-13	39.0	A
USGS	05543830	1995-09-14	34.0	A
USGS	05543830	1995-09-15	31.0	A
USGS	05543830	1995-09-16	31.0	A
USGS	05543830	1995-09-17	33.0	A
USGS	05543830	1995-09-18	35.0	A
USGS	05543830	1995-09-19	37.0	A
USGS	05543830	1995-09-20	37.0	A
USGS	05543830	1995-09-21	41.0	A
USGS	05543830	1995-09-22	43.0	A
USGS	05543830	1995-09-23	39.0	A
USGS	05543830	1995-09-24	38.0	A
USGS	05543830	1995-09-25	36.0	A
USGS	05543830	1995-09-26	36.0	A
USGS	05543830	1995-09-27	38.0	A
USGS	05543830	1995-09-28	43.0	A
USGS	05543830	1995-09-29	43.0	A
USGS	05543830	1995-09-30	37.0	A
USGS	05543830	1995-10-01	37.0	A
USGS	05543830	1995-10-02	40.0	A
USGS	05543830	1995-10-03	37.0	A
USGS	05543830	1995-10-04	36.0	A
USGS	05543830	1995-10-05	40.0	A
USGS	05543830	1995-10-06	187	A
USGS	05543830	1995-10-07	233	A
USGS	05543830	1995-10-08	192	A
USGS	05543830	1995-10-09	135	A
USGS	05543830	1995-10-10	105	A
USGS	05543830	1995-10-11	86.0	A
USGS	05543830	1995-10-12	72.0	A
USGS	05543830	1995-10-13	63.0	A
USGS	05543830	1995-10-14	58.0	A
USGS	05543830	1995-10-15	53.0	A
USGS	05543830	1995-10-16	51.0	A
USGS	05543830	1995-10-17	48.0	A
USGS	05543830	1995-10-18	44.0	A
USGS	05543830	1995-10-19	46.0	A
USGS	05543830	1995-10-20	51.0	A
USGS	05543830	1995-10-21	57.0	A
USGS	05543830	1995-10-22	58.0	A
USGS	05543830	1995-10-23	57.0	A
USGS	05543830	1995-10-24	55.0	A
USGS	05543830	1995-10-25	53.0	A
USGS	05543830	1995-10-26	50.0	A
USGS	05543830	1995-10-27	115	A
USGS	05543830	1995-10-28	143	A
USGS	05543830	1995-10-29	120	A
USGS	05543830	1995-10-30	104	A
USGS	05543830	1995-10-31	94.0	A
USGS	05543830	1995-11-01	156	A
USGS	05543830	1995-11-02	222	A
USGS	05543830	1995-11-03	216	A
USGS	05543830	1995-11-04	182	A
USGS	05543830	1995-11-05	152	A
USGS	05543830	1995-11-06	136	A
USGS	05543830	1995-11-07	120	A
USGS	05543830	1995-11-08	100	A
USGS	05543830	1995-11-09	85.0	A
USGS	05543830	1995-11-10	114	A
USGS	05543830	1995-11-11	154	A
USGS	05543830	1995-11-12	143	A
USGS	05543830	1995-11-13	129	A
USGS	05543830	1995-11-14	123	A
USGS	05543830	1995-11-15	118	A
USGS	05543830	1995-11-16	115	A
USGS	05543830	1995-11-17	108	A
USGS	05543830	1995-11-18	106	A
USGS	05543830	1995-11-19	110	A
USGS	05543830	1995-11-20	121	A
USGS	05543830	1995-11-21	130	A
USGS	05543830	1995-11-22	124	A
USGS	05543830	1995-11-23	110	A
USGS	05543830	1995-11-24	100	A
USGS	05543830	1995-11-25	100	A
USGS	05543830	1995-11-26	96.0	A
USGS	05543830	1995-11-27	94.0	A
USGS	05543830	1995-11-28	83.0	A
USGS	05543830	1995-11-29	103	A
USGS	05543830	1995-11-30	96.0	A
USGS	05543830	1995-12-01	107	A
USGS	05543830	1995-12-02	118	A
USGS	05543830	1995-12-03	130	A
USGS	05543830	1995-12-04	141	A
USGS	05543830	1995-12-05	146	A
USGS	05543830	1995-12-06	127	A
USGS	05543830	1995-12-07	130	A
USGS	05543830	1995-12-08	117	A
USGS	05543830	1995-12-09	91.0	A
USGS	05543830	1995-12-10	84.0	A:e
USGS	05543830	1995-12-11	76.0	A:e
USGS	05543830	1995-12-12	71.0	A
USGS	05543830	1995-12-13	70.0	A
USGS	05543830	1995-12-14	81.0	A
USGS	05543830	1995-12-15	85.0	A
USGS	05543830	1995-12-16	82.0	A
USGS	05543830	1995-12-17	79.0	A
USGS	05543830	1995-12-18	80.0	A
USGS	05543830	1995-12-19	80.0	A
USGS	05543830	1995-12-20	77.0	A
USGS	05543830	1995-12-21	70.0	A
USGS	05543830	1995-12-22	68.0	A
USGS	05543830	1995-12-23	65.0	A
USGS	05543830	1995-12-24	64.0	A
USGS	05543830	1995-12-25	61.0	A
USGS	05543830	1995-12-26	57.0	A
USGS	05543830	1995-12-27	56.0	A
USGS	05543830	1995-12-28	54.0	A
USGS	05543830	1995-12-29	52.0	A
USGS	05543830	1995-12-30	53.0	A
USGS	05543830	1995-12-31	55.0	A
USGS	05543830	1996-01-01	56.0	A
USGS	05543830	1996-01-02	57.0	A
USGS	05543830	1996-01-03	50.0	A
USGS	05543830	1996-01-04	58.0	A
USGS	05543830	1996-01-05	53.0	A
USGS	05543830	1996-01-06	52.0	A
USGS	05543830	1996-01-07	52.0	A
USGS	05543830	1996-01-08	50.0	A
USGS	05543830	1996-01-09	50.0	A
USGS	05543830	1996-01-10	49.0	A
USGS	05543830	1996-01-11	51.0	A
USGS	05543830	1996-01-12	52.0	A
USGS	05543830	1996-01-13	48.0	A
USGS	05543830	1996-01-14	45.0	A
USGS	05543830	1996-01-15	43.0	A
USGS	05543830	1996-01-16	43.0	A
USGS	05543830	1996-01-17	60.0	A
USGS	05543830	1996-01-18	211	A
USGS	05543830	1996-01-19	255	A
USGS	05543830	1996-01-20	262	A
USGS	05543830	1996-01-21	157	A
USGS	05543830	1996-01-22	137	A
USGS	05543830	1996-01-23	127	A
USGS	05543830	1996-01-24	113	A
USGS	05543830	1996-01-25	94.0	A
USGS	05543830	1996-01-26	81.0	A
USGS	05543830	1996-01-27	72.0	A
USGS	05543830	1996-01-28	69.0	A
USGS	05543830	1996-01-29	66.0	A
USGS	05543830	1996-01-30	64.0	A:e
USGS	05543830	1996-01-31	62.0	A:e
USGS	05543830	1996-02-01	60.0	A:e
USGS	05543830	1996-02-02	60.0	A:e
USGS	05543830	1996-02-03	58.0	A:e
USGS	05543830	1996-02-04	56.0	A:e
USGS	05543830	1996-02-05	54.0	A:e
USGS	05543830	1996-02-06	52.0	A:e
USGS	05543830	1996-02-07	54.0	A:e
USGS	05543830	1996-02-08	70.0	A:e
USGS	05543830	1996-02-09	110	A:e
USGS	05543830	1996-02-10	168	A
USGS	05543830	1996-02-11	199	A
USGS	05543830	1996-02-12	163	A
USGS	05543830	1996-02-13	162	A
USGS	05543830	1996-02-14	147	A
USGS	05543830	1996-02-15	123	A
USGS	05543830	1996-02-16	106	A
USGS	05543830	1996-02-17	92.0	A
USGS	05543830	1996-02-18	82.0	A
USGS	05543830	1996-02-19	78.0	A
USGS	05543830	1996-02-20	80.0	A
USGS	05543830	1996-02-21	82.0	A
USGS	05543830	1996-02-22	79.0	A
USGS	05543830	1996-02-23	83.0	A
USGS	05543830	1996-02-24	99.0	A
USGS	05543830	1996-02-25	117	A
USGS	05543830	1996-02-26	159	A
USGS	05543830	1996-02-27	225	A
USGS	05543830	1996-02-28	213	A
USGS	05543830	1996-02-29	170	A
USGS	05543830	1996-03-01	143	A
USGS	05543830	1996-03-02	125	A
USGS	05543830	1996-03-03	100	A:e
USGS	05543830	1996-03-04	86.0	A
USGS	05543830	1996-03-05	80.0	A
USGS	05543830	1996-03-06	70.0	A
USGS	05543830	1996-03-07	66.0	A:e
USGS	05543830	1996-03-08	62.0	A:e
USGS	05543830	1996-03-09	58.0	A
USGS	05543830	1996-03-10	57.0	A
USGS	05543830	1996-03-11	61.0	A
USGS	05543830	1996-03-12	76.0	A
USGS	05543830	1996-03-13	99.0	A
USGS	05543830	1996-03-14	118	A
USGS	05543830	1996-03-15	123	A
USGS	05543830	1996-03-16	117	A
USGS	05543830	1996-03-17	109	A
USGS	05543830	1996-03-18	99.0	A
USGS	05543830	1996-03-19	96.0	A
USGS	05543830	1996-03-20	90.0	A
USGS	05543830	1996-03-21	85.0	A
USGS	05543830	1996-03-22	83.0	A
USGS	05543830	1996-03-23	78.0	A
USGS	05543830	1996-03-24	83.0	A
USGS	05543830	1996-03-25	104	A
USGS	05543830	1996-03-26	106	A
USGS	05543830	1996-03-27	100	A
USGS	05543830	1996-03-28	96.0	A
USGS	05543830	1996-03-29	88.0	A
USGS	05543830	1996-03-30	84.0	A
USGS	05543830	1996-03-31	85.0	A
USGS	05543830	1996-04-01	89.0	A
USGS	05543830	1996-04-02	89.0	A
USGS	05543830	1996-04-03	88.0	A
USGS	05543830	1996-04-04	98.0	A
USGS	05543830	1996-04-05	103	A
USGS	05543830	1996-04-06	98.0	A
USGS	05543830	1996-04-07	92.0	A
USGS	05543830	1996-04-08	85.0	A
USGS	05543830	1996-04-09	80.0	A
USGS	05543830	1996-04-10	78.0	A
USGS	05543830	1996-04-11	78.0	A
USGS	05543830	1996-04-12	80.0	A
USGS	05543830	1996-04-13	82.0	A
USGS	05543830	1996-04-14	82.0	A
USGS	05543830	1996-04-15	146	A
USGS	05543830	1996-04-16	230	A
USGS	05543830	1996-04-17	231	A
USGS	05543830	1996-04-18	208	A
USGS	05543830	1996-04-19	203	A
USGS	05543830	1996-04-20	224	A
USGS	05543830	1996-04-21	223	A
USGS	05543830	1996-04-22	198	A
USGS	05543830	1996-04-23	180	A
USGS	05543830	1996-04-24	164	A
USGS	05543830	1996-04-25	145	A
USGS	05543830	1996-04-26	134	A
USGS	05543830	1996-04-27	123	A
USGS	05543830	1996-04-28	113	A
USGS	05543830	1996-04-29	150	A
USGS	05543830	1996-04-30	216	A
USGS	05543830	1996-05-01	219	A
USGS	05543830	1996-05-02	191	A
USGS	05543830	1996-05-03	169	A
USGS	05543830	1996-05-04	143	A
USGS	05543830	1996-05-05	121	A
USGS	05543830	1996-05-06	109	A
USGS	05543830	1996-05-07	102	A
USGS	05543830	1996-05-08	97.0	A
USGS	05543830	1996-05-09	108	A
USGS	05543830	1996-05-10	248	A
USGS	05543830	1996-05-11	301	A
USGS	05543830	1996-05-12	260	A
USGS	05543830	1996-05-13	215	A
USGS	05543830	1996-05-14	195	A
USGS	05543830	1996-05-15	216	A
USGS	05543830	1996-05-16	252	A
USGS	05543830	1996-05-17	256	A
USGS	05543830	1996-05-18	240	A
USGS	05543830	1996-05-19	218	A
USGS	05543830	1996-05-20	204	A
USGS	05543830	1996-05-21	197	A
USGS	05543830	1996-05-22	182	A
USGS	05543830	1996-05-23	161	A
USGS	05543830	1996-05-24	146	A
USGS	05543830	1996-05-25	140	A
USGS	05543830	1996-05-26	133	A
USGS	05543830	1996-05-27	125	A
USGS	05543830	1996-05-28	121	A
USGS	05543830	1996-05-29	113	A
USGS	05543830	1996-05-30	104	A
USGS	05543830	1996-05-31	74.0	A
USGS	05543830	1996-06-01	88.0	A
USGS	05543830	1996-06-02	203	A
USGS	05543830	1996-06-03	234	A
USGS	05543830	1996-06-04	206	A
USGS	05543830	1996-06-05	163	A
USGS	05543830	1996-06-06	195	A
USGS	05543830	1996-06-07	333	A
USGS	05543830	1996-06-08	429	A
USGS	05543830	1996-06-09	431	A
USGS	05543830	1996-06-10	387	A
USGS	05543830	1996-06-11	357	A
USGS	05543830	1996-06-12	328	A
USGS	05543830	1996-06-13	297	A
USGS	05543830	1996-06-14	255	A
USGS	05543830	1996-06-15	210	A
USGS	05543830	1996-06-16	179	A
USGS	05543830	1996-06-17	503	A
USGS	05543830	1996-06-18	773	A
USGS	05543830	1996-06-19	856	A
USGS	05543830	1996-06-20	870	A
USGS	05543830	1996-06-21	747	A
USGS	05543830	1996-06-22	595	A
USGS	05543830	1996-06-23	470	A
USGS	05543830	1996-06-24	416	A
USGS	05543830	1996-06-25	351	A
USGS	05543830	1996-06-26	301	A
USGS	05543830	1996-06-27	271	A
USGS	05543830	1996-06-28	244	A
USGS	05543830	1996-06-29	212	A
USGS	05543830	1996-06-30	184	A
USGS	05543830	1996-07-01	156	A
USGS	05543830	1996-07-02	166	A
USGS	05543830	1996-07-03	157	A
USGS	05543830	1996-07-04	137	A
USGS	05543830	1996-07-05	128	A
USGS	05543830	1996-07-06	112	A
USGS	05543830	1996-07-07	84.0	A
USGS	05543830	1996-07-08	74.0	A
USGS	05543830	1996-07-09	66.0	A
USGS	05543830	1996-07-10	60.0	A
USGS	05543830	1996-07-11	59.0	A
USGS	05543830	1996-07-12	56.0	A
USGS	05543830	1996-07-13	53.0	A
USGS	05543830	1996-07-14	54.0	A
USGS	05543830	1996-07-15	83.0	A
USGS	05543830	1996-07-16	68.0	A
USGS	05543830	1996-07-17	71.0	A
USGS	05543830	1996-07-18	203	A
USGS	05543830	1996-07-19	178	A
USGS	05543830	1996-07-20	140	A
USGS	05543830	1996-07-21	121	A
USGS	05543830	1996-07-22	104	A
USGS	05543830	1996-07-23	89.0	A
USGS	05543830	1996-07-24	85.0	A
USGS	05543830	1996-07-25	86.0	A
USGS	05543830	1996-07-26	84.0	A
USGS	05543830	1996-07-27	78.0	A
USGS	05543830	1996-07-28	74.0	A
USGS	05543830	1996-07-29	85.0	A
USGS	05543830	1996-07-30	81.0	A
USGS	05543830	1996-07-31	76.0	A
USGS	05543830	1996-08-01	73.0	A
USGS	05543830	1996-08-02	71.0	A
USGS	05543830	1996-08-03	67.0	A
USGS	05543830	1996-08-04	63.0	A
USGS	05543830	1996-08-05	94.0	A
USGS	05543830	1996-08-06	143	A
USGS	05543830	1996-08-07	97.0	A
USGS	05543830	1996-08-08	64.0	A
USGS	05543830	1996-08-09	51.0	A
USGS	05543830	1996-08-10	43.0	A
USGS	05543830	1996-08-11	39.0	A
USGS	05543830	1996-08-12	38.0	A
USGS	05543830	1996-08-13	37.0	A
USGS	05543830	1996-08-14	37.0	A
USGS	05543830	1996-08-15	34.0	A
USGS	05543830	1996-08-16	33.0	A
USGS	05543830	1996-08-17	36.0	A
USGS	05543830	1996-08-18	33.0	A
USGS	05543830	1996-08-19	58.0	A
USGS	05543830	1996-08-20	74.0	A
USGS	05543830	1996-08-21	56.0	A
USGS	05543830	1996-08-22	54.0	A
USGS	05543830	1996-08-23	48.0	A
USGS	05543830	1996-08-24	39.0	A
USGS	05543830	1996-08-25	34.0	A
USGS	05543830	1996-08-26	36.0	A
USGS	05543830	1996-08-27	34.0	A
USGS	05543830	1996-08-28	31.0	A
USGS	05543830	1996-08-29	33.0	A
USGS	05543830	1996-08-30	30.0	A
USGS	05543830	1996-08-31	28.0	A
USGS	05543830	1996-09-01	27.0	A
USGS	05543830	1996-09-02	26.0	A
USGS	05543830	1996-09-03	27.0	A
USGS	05543830	1996-09-04	26.0	A
USGS	05543830	1996-09-05	27.0	A
USGS	05543830	1996-09-06	27.0	A
USGS	05543830	1996-09-07	31.0	A
USGS	05543830	1996-09-08	60.0	A
USGS	05543830	1996-09-09	67.0	A
USGS	05543830	1996-09-10	50.0	A
USGS	05543830	1996-09-11	48.0	A
USGS	05543830	1996-09-12	46.0	A
USGS	05543830	1996-09-13	43.0	A
USGS	05543830	1996-09-14	34.0	A
USGS	05543830	1996-09-15	31.0	A
USGS	05543830	1996-09-16	19.0	A
USGS	05543830	1996-09-17	24.0	A
USGS	05543830	1996-09-18	27.0	A
USGS	05543830	1996-09-19	32.0	A
USGS	05543830	1996-09-20	22.0	A
USGS	05543830	1996-09-21	24.0	A
USGS	05543830	1996-09-22	32.0	A
USGS	05543830	1996-09-23	27.0	A
USGS	05543830	1996-09-24	25.0	A
USGS	05543830	1996-09-25	25.0	A
USGS	05543830	1996-09-26	79.0	A
USGS	05543830	1996-09-27	121	A
USGS	05543830	1996-09-28	73.0	A
USGS	05543830	1996-09-29	46.0	A
USGS	05543830	1996-09-30	39.0	A
USGS	05543830	1996-10-01	36.0	A
USGS	05543830	1996-10-02	49.0	A
USGS	05543830	1996-10-03	50.0	A
USGS	05543830	1996-10-04	50.0	A
USGS	05543830	1996-10-05	47.0	A
USGS	05543830	1996-10-06	45.0	A
USGS	05543830	1996-10-07	89.0	A
USGS	05543830	1996-10-08	75.0	A
USGS	05543830	1996-10-09	62.0	A
USGS	05543830	1996-10-10	54.0	A
USGS	05543830	1996-10-11	40.0	A
USGS	05543830	1996-10-12	36.0	A
USGS	05543830	1996-10-13	36.0	A
USGS	05543830	1996-10-14	35.0	A
USGS	05543830	1996-10-15	35.0	A
USGS	05543830	1996-10-16	34.0	A
USGS	05543830	1996-10-17	204	A
USGS	05543830	1996-10-18	177	A
USGS	05543830	1996-10-19	115	A
USGS	05543830	1996-10-20	80.0	A
USGS	05543830	1996-10-21	68.0	A
USGS	05543830	1996-10-22	70.0	A
USGS	05543830	1996-10-23	121	A
USGS	05543830	1996-10-24	119	A
USGS	05543830	1996-10-25	93.0	A
USGS	05543830	1996-10-26	81.0	A
USGS	05543830	1996-10-27	71.0	A
USGS	05543830	1996-10-28	68.0	A
USGS	05543830	1996-10-29	149	A
USGS	05543830	1996-10-30	265	A
USGS	05543830	1996-10-31	244	A
USGS	05543830	1996-11-01	182	A
USGS	05543830	1996-11-02	148	A
USGS	05543830	1996-11-03	115	A
USGS	05543830	1996-11-04	100	A
USGS	05543830	1996-11-05	90.0	A
USGS	05543830	1996-11-06	80.0	A
USGS	05543830	1996-11-07	81.0	A
USGS	05543830	1996-11-08	83.0	A
USGS	05543830	1996-11-09	85.0	A
USGS	05543830	1996-11-10	82.0	A
USGS	05543830	1996-11-11	76.0	A
USGS	05543830	1996-11-12	61.0	A
USGS	05543830	1996-11-13	62.0	A
USGS	05543830	1996-11-14	63.0	A
USGS	05543830	1996-11-15	64.0	A
USGS	05543830	1996-11-16	63.0	A
USGS	05543830	1996-11-17	70.0	A
USGS	05543830	1996-11-18	76.0	A
USGS	05543830	1996-11-19	67.0	A
USGS	05543830	1996-11-20	63.0	A
USGS	05543830	1996-11-21	64.0	A
USGS	05543830	1996-11-22	61.0	A
USGS	05543830	1996-11-23	61.0	A
USGS	05543830	1996-11-24	59.0	A
USGS	05543830	1996-11-25	57.0	A
USGS	05543830	1996-11-26	47.0	A
USGS	05543830	1996-11-27	53.0	A
USGS	05543830	1996-11-28	49.0	A
USGS	05543830	1996-11-29	55.0	A
USGS	05543830	1996-11-30	80.0	A
USGS	05543830	1996-12-01	88.0	A
USGS	05543830	1996-12-02	68.0	A
USGS	05543830	1996-12-03	75.0	A
USGS	05543830	1996-12-04	66.0	A
USGS	05543830	1996-12-05	66.0	A
USGS	05543830	1996-12-06	71.0	A
USGS	05543830	1996-12-07	72.0	A
USGS	05543830	1996-12-08	71.0	A
USGS	05543830	1996-12-09	68.0	A
USGS	05543830	1996-12-10	67.0	A
USGS	05543830	1996-12-11	69.0	A
USGS	05543830	1996-12-12	81.0	A
USGS	05543830	1996-12-13	92.0	A
USGS	05543830	1996-12-14	93.0	A
USGS	05543830	1996-12-15	111	A
USGS	05543830	1996-12-16	122	A
USGS	05543830	1996-12-17	110	A
USGS	05543830	1996-12-18	74.0	A
USGS	05543830	1996-12-19	70.0	A:e
USGS	05543830	1996-12-20	64.0	A:e
USGS	05543830	1996-12-21	62.0	A:e
USGS	05543830	1996-12-22	63.0	A
USGS	05543830	1996-12-23	81.0	A
USGS	05543830	1996-12-24	106	A
USGS	05543830	1996-12-25	72.0	A:e
USGS	05543830	1996-12-26	68.0	A:e
USGS	05543830	1996-12-27	65.0	A
USGS	05543830	1996-12-28	66.0	A
USGS	05543830	1996-12-29	68.0	A
USGS	05543830	1996-12-30	68.0	A
USGS	05543830	1996-12-31	63.0	A
USGS	05543830	1997-01-01	63.0	A
USGS	05543830	1997-01-02	84.0	A
USGS	05543830	1997-01-03	100	A
USGS	05543830	1997-01-04	152	A
USGS	05543830	1997-01-05	192	A
USGS	05543830	1997-01-06	130	A:e
USGS	05543830	1997-01-07	120	A:e
USGS	05543830	1997-01-08	96.0	A:e
USGS	05543830	1997-01-09	82.0	A:e
USGS	05543830	1997-01-10	78.0	A:e
USGS	05543830	1997-01-11	76.0	A:e
USGS	05543830	1997-01-12	70.0	A:e
USGS	05543830	1997-01-13	62.0	A:e
USGS	05543830	1997-01-14	52.0	A:e
USGS	05543830	1997-01-15	52.0	A:e
USGS	05543830	1997-01-16	52.0	A:e
USGS	05543830	1997-01-17	52.0	A:e
USGS	05543830	1997-01-18	50.0	A:e
USGS	05543830	1997-01-19	52.0	A:e
USGS	05543830	1997-01-20	52.0	A:e
USGS	05543830	1997-01-21	54.0	A:e
USGS	05543830	1997-01-22	117	A
USGS	05543830	1997-01-23	130	A
